67, 6, 676617, 430549, 23247830, 23247773, 
69, 6, 1596512, 956564, 95596828, 95596771, 
63, 4, 1764907, 1139060, 1625696, 1625639, 
74, 11, 2120659, 1362770, 13055497, 13055440, 
70, 8, 1424159, 880653, 110579204, 110579147, 

